SEQID	Genome size	circ.	Coverage	Completeness	Contamination	classification	simple_classification	Species	Phylum	Genus	5S ribosomal RNA	16S ribosomal RNA	23S ribosomal RNA	# 5S rRNA/16S rRNA / 23S rRNA	Number_of_tRNA	Contigs	Passed_assembly_QC	Assembly_QC_reason	In_bac120_MSA	N_bac120_markers	In_bac120_tree	Tree_exclusion_reason	AntiSMASH_failure	AntiSMASH_OK	GenomeQ	ID	inhibit Enterococcus mundtii DSM 4838	inhibit Enterobacter mori DSM 26271	inhibit Staphylococcus epidermidis AU 24	inhibit Escherichia coli DSM 498	inhibit Pseudomonas putida DSM 6125	inhibit Acinetobacter baylyi DSM 14961	inhibit Staphylococcus aureus DSM 20231
PBI66098.barcode20	6149631	Y	48	100	0.73	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	12	12	12	12/12/12	25	1	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	SKIV2023-Gr7-AC-6	1	1	1	1	1	1	1
PBI66098.barcode21	3621646	Y	81	99.89	0.26	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium;s__Curtobacterium sp003234795	Actinomycetota - g__Curtobacterium	Curtobacterium sp003234795	p__Actinomycetota	g__Curtobacterium	4	4	4	4/4/4	23	1	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	SILK2023-Gr11-PDA-3	1	1	1	1	1	1	1
PBI66098.barcode22	3621637	Y	83	99.88	0.26	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium;s__Curtobacterium sp003234795	Actinomycetota - g__Curtobacterium	Curtobacterium sp003234795	p__Actinomycetota	g__Curtobacterium	4	4	4	4/4/4	23	1	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode23	1140426	N	43	100	0.21	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	9	12	1	9/12/1	24	40	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	SILK-210224-Gr7-PDA-1	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode24	5279890	Y	48	100	0.19	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A wiedmannii	Bacillota - g__Bacillus_A	Bacillus_A wiedmannii	p__Bacillota	g__Bacillus_A	14	14	14	14/14/14	24	3	TRUE	NA	TRUE	110	TRUE	NA	NA	TRUE	High quality genome	ÅGS-070224-Gr7-BHI-1	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode25	4751388	Y	64	100	0.01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter tamurae	Pseudomonadota - g__Enterobacter	Enterobacter tamurae	p__Pseudomonadota	g__Enterobacter	9	8	8	9/8/8	27	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	GLH-120924-Gr3_PDA-18	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode26	4023761	N	41	100	0.65	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	11	10	11	11/10/11	24	12	TRUE	NA	TRUE	110	TRUE	NA	NA	TRUE	High quality genome	SILK2023-Gr11-PDA-6	1	1	NA	1	1	0	1
PBI66098.barcode27	5433486	Y	54	100	0.18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia plymuthica	Pseudomonadota - g__Serratia	Serratia plymuthica	p__Pseudomonadota	g__Serratia	8	7	7	8/7/7	27	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	MDG2023-Gr2-10%NB-4	0	0	1	0	0	0	1
PBI66098.barcode28	5433482	Y	55	100	0.18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia plymuthica	Pseudomonadota - g__Serratia	Serratia plymuthica	p__Pseudomonadota	g__Serratia	8	7	7	8/7/7	27	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	FAVR2023-Gr1-ISP2-6	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode29	5286400	Y	51	100	0.36	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex_A	Bacillota - g__Peribacillus	Peribacillus simplex_A	p__Bacillota	g__Peribacillus	14	14	14	14/14/14	24	2	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	AGS-100424-Gr15-AC-4	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode30	6530540	N	45	100	0.89	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas sp001655615	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas sp001655615	p__Pseudomonadota	g__Aquipseudomonas	7	6	6	7/6/6	25	1	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	SIL-280224-GR16-BHI-19	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode31	6552448	Y	24	100	0.8	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas sp009764265	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas sp009764265	p__Pseudomonadota	g__Aquipseudomonas	8	7	7	8/7/7	25	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	GHL-120924-GR8-PDA-7	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode32	4949350	N	51	100	0.05	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex_A	Bacillota - g__Peribacillus	Peribacillus simplex_A	p__Bacillota	g__Peribacillus	11	13	13	11/13/13	24	5	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	ODS-130324-GR15-NB-15	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode33	4480241	N	51	100	0.33	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex_A	Bacillota - g__Peribacillus	Peribacillus simplex_A	p__Bacillota	g__Peribacillus	11	9	11	11/9/11	25	7	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	SKIV2023-GR4-AC-2	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode34	5153222	N	53	100	0.05	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex_A	Bacillota - g__Peribacillus	Peribacillus simplex_A	p__Bacillota	g__Peribacillus	12	11	12	12/11/12	25	3	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	RIS-030424-GR5-R2A-3	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode35	3545683	N	45	100	0.47	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	Bacillota - g__Peribacillus	Peribacillus frigoritolerans	p__Bacillota	g__Peribacillus	13	7	6	13/7/6	24	10	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	ÅGS-070224-Gr6-10%NB-5	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode36	5372018	Y	44	100	2.47	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	14	14	14	14/14/14	25	10	TRUE	NA	TRUE	109	TRUE	NA	NA	TRUE	High quality genome	BJG-240424-Gr4-ISP2-16	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode37	70022	N	28	89.88	2.02	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	5	7	5	5/7/5	25	562	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	GLH-280824-Gr7-10%NB-4	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode38	3335964	Y	84	100	0.11	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B mundtii	Bacillota - g__Enterococcus_B	Enterococcus_B mundtii	p__Bacillota	g__Enterococcus_B	6	6	6	6/6/6	25	2	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	HOLS2023-GR14-AC-5	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode39	6180055	Y	47	100	0.64	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp050626875	Bacillota - g__Paenibacillus	Paenibacillus sp050626875	p__Bacillota	g__Paenibacillus	9	9	9	9/9/9	24	1	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	SILK-280224-GR14-AC-5	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode40	5259010	Y	51	100	0.46	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	14	14	14	14/14/14	24	3	TRUE	NA	TRUE	110	TRUE	NA	NA	TRUE	High quality genome	VIBY-180925-GR6-LB-9	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode41	5433484	Y	54	100	0.18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia plymuthica	Pseudomonadota - g__Serratia	Serratia plymuthica	p__Pseudomonadota	g__Serratia	8	7	7	8/7/7	27	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	HOLS2023-GR14-AC-6	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode42	6096377	Y	48	100	0.58	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	13	12	12	13/12/12	25	1	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	AGS-100424-GR15-AC-3	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode43	2445660	Y	121	99.96	0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus	Actinomycetota - g__Micrococcus	Micrococcus luteus	p__Actinomycetota	g__Micrococcus	2	2	2	2/2/2	23	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	VIBY-180925-GR4-LB-16	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode44	202858	N	45	99.85	0.92	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus ottowii	Bacillota - g__Paenibacillus	Paenibacillus ottowii	p__Bacillota	g__Paenibacillus	4	9	5	4/9/5	24	165	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	HOLS2023-GR12-R2A-12	1	0	1	0	0	0	1
PBI66098.barcode45	1266828	N	46	100	1.09	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__	Pseudomonadota - g__Pantoea	Pantoea sp.	p__Pseudomonadota	g__Pantoea	3	9	6	3/9/6	26	49	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	VIBY-180925-GR2-ISP2-19	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode46	2707214	Y	106	100	0.18	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus simulans	Bacillota - g__Staphylococcus	Staphylococcus simulans	p__Bacillota	g__Staphylococcus	6	6	6	6/6/6	23	2	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	SILK2023-GR8-AC-13	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode47	5209022	N	55	100	0.12	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex_A	Bacillota - g__Peribacillus	Peribacillus simplex_A	p__Bacillota	g__Peribacillus	11	12	12	11/12/12	25	2	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	ÅGS-070224-GR4-AC-10	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode48	5980430	Y	48	100	0.09	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	12	12	12	12/12/12	24	1	TRUE	NA	TRUE	111	TRUE	NA	NA	TRUE	High quality genome	SKIV2023-GR7-AC-10	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode50	4179192	N	46	100	2	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium	Bacillota - g__Priestia	Priestia megaterium	p__Bacillota	g__Priestia	16	6	12	16/6/12	25	23	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	AGS-100424-GR9-AC-4	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode51	6736894	Y	43	100	0.68	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas fluorescens_BH	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas fluorescens_BH	p__Pseudomonadota	g__Aquipseudomonas	9	8	8	9/8/8	25	1	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	AGC-190124-GR6-R2A-11	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode52	5341501	N	39	100	6.75	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus butanolivorans	Bacillota - g__Peribacillus	Peribacillus butanolivorans	p__Bacillota	g__Peribacillus	12	13	10	12/13/10	26	6	FALSE	contamination>=5;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	BIRK-160925-GR7-LB-1	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode53	10143	N	9	8.94	0.02	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp040544055	Bacillota - g__Paenibacillus	Paenibacillus sp040544055	p__Bacillota	g__Paenibacillus	1	1	1	1/1/1	13	145	FALSE	completeness<90;contigs>20;size<1500000;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Low quality genome	SILK-210224-GR2-ISP2-4	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode54	206295	N	24	100	3.46	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium_E	Bacillota - g__Priestia	Priestia megaterium_E	p__Bacillota	g__Priestia	11	2	6	11/2/6	27	198	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	AGS-100424-GR12-AC-1	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode55	6041082	Y	49	100	0.58	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	12	12	12	12/12/12	25	1	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	VIBY2023-GR8-AC-22	1	1	1	1	1	1	1
PBI66098.barcode56	6041437	Y	50	99.99	0.58	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter lusitanus	Bacteroidota - g__Pedobacter	Pedobacter lusitanus	p__Bacteroidota	g__Pedobacter	7	6	6	7/6/6	24	1	TRUE	NA	TRUE	119	TRUE	NA	NA	TRUE	High quality genome	VIBY-180925-GR6-LB-17	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode57	6051415	N	33	100	0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp040611295	Actinomycetota - g__Streptomyces	Streptomyces sp040611295	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	23	5	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	MARS-190925-GR3-ISP2-2	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode58	2714262	N	31	100	0.67	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp036346295	Actinomycetota - g__Streptomyces	Streptomyces sp036346295	p__Actinomycetota	g__Streptomyces	1	7	5	1/7/5	23	63	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	BIRK-160925-GR5-10%NB-3	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode59	2419803	Y	122	99.99	0.17	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus warneri	Bacillota - g__Staphylococcus	Staphylococcus warneri	p__Bacillota	g__Staphylococcus	7	6	6	7/6/6	24	3	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	SIL-120324-GR5-AC-8	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode60	4616758	N	42	100	2.74	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia sp003400185	Bacillota - g__Priestia	Priestia sp003400185	p__Bacillota	g__Priestia	15	12	13	15/12/13	25	21	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	AGS-100424-GR13-AC-5	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode61	5228818	N	54	100	0.08	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex_A	Bacillota - g__Peribacillus	Peribacillus simplex_A	p__Bacillota	g__Peribacillus	13	13	13	13/13/13	25	2	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	SIL-120324-GR14-AC-18	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode62	4492592	N	30	100	3.89	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia sp003400185	Bacillota - g__Priestia	Priestia sp003400185	p__Bacillota	g__Priestia	14	12	11	14/12/11	25	31	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	ÅGS070224-GR7-BHI-5	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode63	3990852	Y	78	100	0.01	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	Bacillota - g__Bacillus	Bacillus velezensis	p__Bacillota	g__Bacillus	8	9	9	8/9/9	26	1	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	ODS-130324-GR15-AC-8	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode64	51621	N	15	74.91	1.44	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus terrae_C	Bacillota - g__Paenibacillus	Paenibacillus terrae_C	p__Bacillota	g__Paenibacillus	3	1	1	3/1/1	22	510	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	BJG-240424-Gr4-AC-4	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode65	4676237	N	43	100	2.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia sp003400185	Bacillota - g__Priestia	Priestia sp003400185	p__Bacillota	g__Priestia	14	13	12	14/13/12	26	13	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	FAVR-310124-GR4-AC-18	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode66	6180055	Y	47	100	0.64	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp050626875	Bacillota - g__Paenibacillus	Paenibacillus sp050626875	p__Bacillota	g__Paenibacillus	9	9	9	9/9/9	24	1	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	SIL-280224-GR14-AC-3	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode67	5239011	Y	52	100	0.39	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	14	14	14	14/14/14	24	2	TRUE	NA	TRUE	110	TRUE	NA	NA	TRUE	High quality genome	VIBY-180925-GR7-LB-3	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode68	2490980	Y	114	100	0.06	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus warneri	Bacillota - g__Staphylococcus	Staphylococcus warneri	p__Bacillota	g__Staphylococcus	6	5	5	6/5/5	24	3	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	VIBY-180925-GR5-LB-13	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode69	2445656	Y	122	99.96	0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus	Actinomycetota - g__Micrococcus	Micrococcus luteus	p__Actinomycetota	g__Micrococcus	2	2	2	2/2/2	23	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	VIBY-180925-GR4-LB-5	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode70	4779297	N	33	100	3.58	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora aurantiaca	Actinomycetota - g__Micromonospora	Micromonospora aurantiaca	p__Actinomycetota	g__Micromonospora	3	3	3	3/3/3	26	8	TRUE	NA	TRUE	108	TRUE	NA	NA	TRUE	High quality genome	MT_RV43	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode71	2673677	N	40	99.95	0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lilacinus	Actinomycetota - g__Streptomyces	Streptomyces lilacinus	p__Actinomycetota	g__Streptomyces	3	7	5	3/7/5	25	6	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	MT_LIL	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode72	9027421	N	32	100	0.68	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces celluloflavus	Actinomycetota - g__Streptomyces	Streptomyces celluloflavus	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	22	3	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	MT_KAS DSM 40818	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode73	4584153	N	47	100	0.44	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	13	11	12	13/11/12	24	9	TRUE	NA	TRUE	110	TRUE	NA	NA	TRUE	High quality genome	SIL-210224-GR3-AC-1	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode74	7459050	Y	39	100	0.56	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus amylolyticus	Bacillota - g__Paenibacillus	Paenibacillus amylolyticus	p__Bacillota	g__Paenibacillus	12	12	12	12/12/12	25	1	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	SILK2023-GR6-AC-16	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode76	183580	N	18	100	3.31	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas fluorescens_AJ	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas fluorescens_AJ	p__Pseudomonadota	g__Aquipseudomonas	2	1	1	2/1/1	24	164	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	SKIV2023-GR3-PDA-10	NA	NA	NA	NA	NA	NA	NA
PBI66098.barcode77	6161505	Y	49	100	0.81	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	13	12	12	13/12/12	25	1	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	HOLS2023-GR10-AC-16	1	1	1	1	1	1	1
PBI66098.barcode79	5026010	Y	59	99.88	0.74	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp040544055	Bacillota - g__Paenibacillus	Paenibacillus sp040544055	p__Bacillota	g__Paenibacillus	10	10	10	10/10/10	23	1	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	SIL-210224-GR2-AC-8	NA	NA	NA	NA	NA	NA	NA
